                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    300,                0.73922,                0.51497,                 1.0435,                0.96287,                0.86441,                0.88169,                0.45277,                  1.882,                0.98839,                 1.7341,             0.00081992,             0.00081992,             0.00081992
                    301,                 0.7481,                0.50814,                 1.0324,                0.97384,                   0.85,                 0.8945,                0.45295,                 2.0206,                0.87793,                 1.8647,             0.00081596,             0.00081596,             0.00081596
                    302,                0.76236,                0.53091,                  1.034,                0.95668,                   0.85,                0.89711,                0.46087,                 1.9996,                0.92864,                 1.8097,               0.000812,               0.000812,               0.000812
                    303,                0.77346,                0.55419,                 1.0562,                0.88817,                0.86667,                0.88114,                0.45269,                 2.1899,                 0.9357,                  2.004,             0.00080804,             0.00080804,             0.00080804
                    304,                0.77276,                0.53076,                 1.0632,                0.96285,                0.86402,                0.90398,                0.46309,                  1.973,                 1.1084,                 1.8159,             0.00080408,             0.00080408,             0.00080408
                    305,                0.77606,                0.52741,                 1.0557,                0.92292,                0.83333,                0.87831,                0.44926,                  1.793,                 1.2351,                 1.6695,             0.00080012,             0.00080012,             0.00080012
                    306,                0.76488,                0.52187,                  1.053,                0.92944,                 0.8782,                0.89164,                0.41765,                 1.9079,                0.88255,                 1.7669,             0.00079616,             0.00079616,             0.00079616
                    307,                0.76944,                0.53738,                 1.0543,                0.94528,                0.86372,                0.90236,                0.43197,                 2.0173,                0.91026,                 1.8156,              0.0007922,              0.0007922,              0.0007922
                    308,                  0.781,                0.54036,                 1.0576,                0.94566,                0.88333,                  0.909,                0.47166,                 1.9499,                0.85974,                 1.8045,             0.00078824,             0.00078824,             0.00078824
                    309,                0.77773,                0.54219,                 1.0519,                0.96071,                   0.85,                0.88799,                0.44831,                 2.0129,                 1.0749,                 1.8589,             0.00078428,             0.00078428,             0.00078428
                    310,                0.73086,                0.52205,                 1.0307,                0.96283,                0.86345,                0.89871,                0.46572,                 1.9555,                 1.0639,                 1.8436,             0.00078032,             0.00078032,             0.00078032
                    311,                0.74979,                 0.5077,                 1.0397,                0.96071,                0.81516,                0.90128,                0.46687,                 2.0224,                 1.2269,                 1.8832,             0.00077636,             0.00077636,             0.00077636
                    312,                0.76214,                0.53272,                 1.0286,                 0.9122,                 0.8658,                0.90138,                0.46507,                 1.9062,                 1.0961,                 1.7285,              0.0007724,              0.0007724,              0.0007724
                    313,                0.76543,                0.52669,                 1.0472,                 0.9444,                0.84926,                 0.8981,                0.45693,                 2.0496,                0.88976,                 1.8932,             0.00076844,             0.00076844,             0.00076844
                    314,                0.70841,                0.51086,                 1.0271,                0.97677,                0.81667,                0.88888,                0.45211,                 1.9706,                0.97477,                 1.7846,             0.00076448,             0.00076448,             0.00076448
                    315,                0.76559,                0.54118,                 1.0385,                0.95573,                   0.85,                0.90621,                0.46745,                 1.8282,                0.83597,                 1.7312,             0.00076052,             0.00076052,             0.00076052
                    316,                0.74952,                0.52757,                 1.0503,                0.97953,                0.79764,                0.90424,                0.45416,                 1.9586,                 1.0204,                 1.7167,             0.00075656,             0.00075656,             0.00075656
                    317,                0.75586,                0.53495,                 1.0459,                0.96287,                0.86667,                0.91225,                0.45643,                 1.8215,                 1.1533,                 1.7241,              0.0007526,              0.0007526,              0.0007526
                    318,                0.75952,                0.53728,                 1.0483,                0.95742,                   0.85,                0.90801,                0.48956,                 1.6991,                 1.3317,                 1.5941,             0.00074864,             0.00074864,             0.00074864
                    319,                0.74159,                 0.5153,                 1.0372,                 0.9408,                0.83333,                0.89384,                0.48229,                 1.6733,                 1.3246,                  1.564,             0.00074468,             0.00074468,             0.00074468
                    320,                0.73867,                0.51146,                 1.0296,                0.92703,                0.84697,                 0.8947,                0.47226,                 1.6917,                 1.4123,                 1.5655,             0.00074072,             0.00074072,             0.00074072
                    321,                0.74598,                0.51429,                 1.0299,                 0.9538,                    0.8,                0.88196,                0.46202,                 1.8619,                 1.6032,                 1.7231,             0.00073676,             0.00073676,             0.00073676
                    322,                0.74654,                0.52844,                 1.0405,                0.96222,                0.84905,                0.89377,                0.47912,                 1.7355,                 1.7376,                 1.6663,              0.0007328,              0.0007328,              0.0007328
                    323,                0.72785,                0.49982,                 1.0249,                0.92968,                 0.8814,                 0.9002,                0.47063,                   1.84,                 1.5563,                 1.6979,             0.00072884,             0.00072884,             0.00072884
                    324,                0.74514,                0.51029,                 1.0336,                0.92558,                0.82919,                 0.8769,                0.44944,                 1.7113,                  1.496,                 1.6445,             0.00072488,             0.00072488,             0.00072488
                    325,                0.75755,                 0.5131,                 1.0341,                0.99506,                0.81667,                0.89716,                0.45497,                 1.8024,                 1.5475,                 1.6533,             0.00072092,             0.00072092,             0.00072092
                    326,                0.73684,                0.52343,                 1.0441,                 0.9598,                0.86667,                0.89721,                0.45545,                 1.7823,                 1.8035,                 1.6838,             0.00071696,             0.00071696,             0.00071696
                    327,                0.74197,                0.50943,                 1.0428,                0.95809,                0.83333,                0.87563,                0.45858,                 1.8483,                 1.9196,                 1.6837,               0.000713,               0.000713,               0.000713
                    328,                0.74902,                0.52966,                 1.0277,                0.95877,                   0.85,                 0.8779,                0.45755,                   1.88,                 1.7823,                 1.8196,             0.00070904,             0.00070904,             0.00070904
                    329,                0.72381,                0.51639,                 1.0237,                0.95783,                0.83333,                 0.8825,                0.45311,                 1.8532,                 1.8063,                 1.8393,             0.00070508,             0.00070508,             0.00070508
                    330,                0.71826,                0.49302,                 1.0176,                0.94079,                0.81667,                0.87997,                0.46909,                  1.692,                 1.9432,                   1.71,             0.00070112,             0.00070112,             0.00070112
                    331,                 0.7166,                0.48427,                  1.029,                0.95559,                0.81667,                0.89856,                0.47324,                 1.7357,                 1.6915,                 1.6638,             0.00069716,             0.00069716,             0.00069716
                    332,                0.71238,                0.49304,                 1.0152,                0.97991,                0.81292,                0.90003,                0.46265,                  1.831,                 1.3838,                 1.7144,              0.0006932,              0.0006932,              0.0006932
                    333,                  0.739,                0.50112,                 1.0222,                0.97369,                0.81667,                0.88493,                0.44597,                 1.8782,                 1.1694,                 1.7503,             0.00068924,             0.00068924,             0.00068924
                    334,                0.73539,                0.52216,                 1.0266,                0.90856,                0.82811,                 0.8793,                0.46492,                 1.9061,                 1.1876,                 1.7365,             0.00068528,             0.00068528,             0.00068528
                    335,                0.69468,                0.49333,                 1.0138,                0.92698,                 0.8464,                0.88466,                0.45823,                  1.717,                 1.4942,                  1.643,             0.00068132,             0.00068132,             0.00068132
                    336,                0.70457,                0.50817,                  1.033,                0.97597,                0.83333,                0.90246,                0.48625,                 1.9547,                 1.1347,                 1.7841,             0.00067736,             0.00067736,             0.00067736
                    337,                0.72841,                0.50083,                 1.0289,                0.95694,                    0.8,                0.88605,                0.47562,                 1.8554,                 1.4124,                 1.6891,              0.0006734,              0.0006734,              0.0006734
                    338,                0.70966,                0.49713,                 1.0277,                0.91466,                0.86667,                0.90489,                0.47488,                 1.7996,                 1.0029,                 1.6916,             0.00066944,             0.00066944,             0.00066944
                    339,                0.71843,                0.49881,                 1.0151,                0.94434,                 0.8484,                0.90125,                0.49267,                 1.6902,                 1.1482,                 1.6195,             0.00066548,             0.00066548,             0.00066548
                    340,                0.69816,                0.48678,                 1.0124,                0.97547,                0.81667,                0.90888,                0.47101,                 1.7643,                 1.0823,                 1.7034,             0.00066152,             0.00066152,             0.00066152
                    341,                0.69631,                0.49415,                 1.0152,                0.98031,                0.82999,                0.89706,                   0.47,                 1.8236,                 1.2392,                 1.7417,             0.00065756,             0.00065756,             0.00065756
                    342,                0.71228,                0.49634,                 1.0216,                0.96022,                0.81667,                0.89965,                0.46822,                 1.8743,                 1.3072,                 1.7324,              0.0006536,              0.0006536,              0.0006536
                    343,                0.69544,                0.48409,                 1.0199,                0.94155,                   0.85,                0.90498,                0.46955,                 1.9425,                 1.4477,                  1.727,             0.00064964,             0.00064964,             0.00064964
                    344,                 0.7146,                0.49597,                 1.0158,                0.97973,                0.81667,                0.89043,                0.47155,                 1.8096,                 1.4476,                 1.6383,             0.00064568,             0.00064568,             0.00064568
                    345,                0.70569,                0.49618,                 1.0229,                0.97986,                0.81097,                0.89965,                0.46558,                 1.7792,                  1.427,                 1.6181,             0.00064172,             0.00064172,             0.00064172
                    346,                0.71792,                 0.5096,                 1.0371,                0.97887,                0.83333,                0.89226,                 0.4672,                 1.6857,                  1.639,                 1.6145,             0.00063776,             0.00063776,             0.00063776
                    347,                0.68822,                0.47459,                 1.0053,                0.98069,                0.84644,                  0.883,                0.47343,                  1.707,                 1.3562,                 1.6167,              0.0006338,              0.0006338,              0.0006338
                    348,                0.69691,                0.47725,                 1.0046,                0.97178,                   0.85,                 0.8861,                0.43434,                 1.8139,                 1.4426,                 1.6763,             0.00062984,             0.00062984,             0.00062984
                    349,                0.70712,                0.48636,                 1.0246,                 0.9733,                   0.85,                0.88311,                0.44772,                 1.7368,                 1.4724,                 1.6018,             0.00062588,             0.00062588,             0.00062588
                    350,                0.68669,                0.48408,                 1.0149,                0.97685,                   0.85,                0.90029,                0.46073,                 1.9079,                 1.5716,                 1.6895,             0.00062192,             0.00062192,             0.00062192
                    351,                0.70626,                 0.5038,                 1.0255,                0.97647,                   0.85,                0.91071,                0.47467,                 1.9147,                 1.3168,                 1.7553,             0.00061796,             0.00061796,             0.00061796
                    352,                0.71402,                0.50461,                 1.0253,                0.96924,                0.83333,                0.91905,                0.45537,                 2.0409,                0.90936,                 1.9229,               0.000614,               0.000614,               0.000614
                    353,                0.70387,                0.49387,                 1.0119,                0.92654,                0.86667,                0.90432,                0.46076,                 2.0651,                 0.8756,                 1.9347,             0.00061004,             0.00061004,             0.00061004
                    354,                0.70747,                0.48585,                 1.0073,                0.97518,                0.81667,                0.89797,                0.45796,                 1.9722,                 0.9045,                 1.8392,             0.00060608,             0.00060608,             0.00060608
                    355,                0.68768,                0.48721,                  1.017,                0.96208,                0.84585,                0.90029,                0.45743,                 1.9444,                0.92354,                 1.8359,             0.00060212,             0.00060212,             0.00060212
                    356,                0.72167,                  0.525,                 1.0331,                0.94541,                0.86601,                0.90024,                0.45724,                 1.8517,                 0.8882,                 1.7213,             0.00059816,             0.00059816,             0.00059816
                    357,                 0.6843,                0.47164,                 1.0009,                0.94631,                0.88128,                 0.9145,                0.46509,                 1.8285,                 0.9407,                 1.6947,              0.0005942,              0.0005942,              0.0005942
                    358,                0.67999,                0.46796,                0.99769,                0.94409,                0.84443,                0.89662,                0.45905,                 1.8896,                 1.2847,                 1.7047,             0.00059024,             0.00059024,             0.00059024
                    359,                0.67461,                0.45818,                0.99355,                0.89342,                   0.85,                0.88262,                0.47461,                 1.7467,                 1.5721,                 1.6177,             0.00058628,             0.00058628,             0.00058628
                    360,                0.68439,                0.48695,                 1.0192,                0.89609,                0.86246,                0.89213,                0.45918,                 1.8219,                 1.2976,                 1.6888,             0.00058232,             0.00058232,             0.00058232
                    361,                0.68549,                0.47898,                 1.0187,                0.94339,                0.88333,                 0.9155,                0.46146,                 1.7988,                  1.243,                 1.6447,             0.00057836,             0.00057836,             0.00057836
                    362,                 0.6856,                0.47061,                 1.0113,                0.96044,                   0.85,                0.90154,                 0.4713,                 1.9186,                 1.0012,                 1.8179,              0.0005744,              0.0005744,              0.0005744
                    363,                0.67184,                 0.4705,                 1.0039,                0.97292,                   0.85,                0.90166,                0.48933,                 1.8585,                 1.1512,                 1.6575,             0.00057044,             0.00057044,             0.00057044
                    364,                 0.6626,                 0.4739,                 1.0021,                0.95962,                   0.85,                 0.8974,                0.46582,                  1.829,                 1.0661,                 1.7167,             0.00056648,             0.00056648,             0.00056648
                    365,                0.68493,                0.47091,                 1.0069,                0.92977,                0.88266,                0.89616,                0.47212,                 1.8227,                 1.3766,                 1.6713,             0.00056252,             0.00056252,             0.00056252
                    366,                0.67838,                0.47121,                  1.008,                 0.9446,                0.88333,                0.90239,                0.46589,                 1.8394,                0.98145,                 1.7065,             0.00055856,             0.00055856,             0.00055856
                    367,                0.67315,                0.47425,                0.99654,                0.96041,                   0.85,                0.90375,                0.49229,                 1.7086,                 1.2277,                 1.5915,              0.0005546,              0.0005546,              0.0005546
                    368,                0.65878,                0.48214,                0.99934,                0.97466,                   0.85,                0.90739,                0.48762,                 1.8968,                 1.4624,                 1.6776,             0.00055064,             0.00055064,             0.00055064
                    369,                0.69783,                0.48504,                 1.0176,                0.95829,                   0.85,                0.90013,                0.47648,                 1.8122,                 1.7248,                 1.6346,             0.00054668,             0.00054668,             0.00054668
                    370,                0.66975,                0.46113,                0.99171,                0.92813,                0.86106,                0.89618,                0.48071,                 1.7827,                  1.579,                 1.6314,             0.00054272,             0.00054272,             0.00054272
                    371,                0.66508,                0.44925,                 1.0045,                0.95958,                0.83333,                0.89464,                0.47949,                 1.7638,                 1.6503,                 1.6403,             0.00053876,             0.00053876,             0.00053876
                    372,                0.65814,                0.46572,                0.99363,                0.94098,                   0.85,                0.90739,                0.46561,                 1.8958,                 1.3768,                 1.7523,              0.0005348,              0.0005348,              0.0005348
                    373,                 0.6645,                0.46372,                0.98719,                0.96049,                   0.85,                0.89327,                0.46199,                 1.6457,                 1.3391,                 1.5873,             0.00053084,             0.00053084,             0.00053084
                    374,                0.64533,                0.45362,                0.99527,                0.96163,                0.86667,                 0.8981,                 0.4732,                 1.8571,                 1.2062,                 1.6123,             0.00052688,             0.00052688,             0.00052688
                    375,                0.64799,                0.45783,                0.98534,                0.97999,                0.81629,                0.89545,                0.46799,                 1.8398,                 1.2953,                 1.6026,             0.00052292,             0.00052292,             0.00052292
                    376,                0.66635,                0.46129,                0.99194,                 0.9453,                 0.8641,                0.90112,                 0.4614,                 1.8964,                 1.0935,                 1.6663,             0.00051896,             0.00051896,             0.00051896
                    377,                0.65691,                0.45471,                0.99548,                0.95773,                   0.85,                0.90251,                0.44474,                 1.9586,                 1.4398,                 1.7206,               0.000515,               0.000515,               0.000515
                    378,                0.65623,                0.45866,                0.98747,                0.95384,                   0.85,                0.89453,                0.45106,                 1.8685,                 1.7839,                 1.7015,             0.00051104,             0.00051104,             0.00051104
                    379,                0.63706,                0.44896,                0.98055,                0.98074,                0.84863,                0.88481,                0.46218,                 1.8488,                  1.618,                 1.6609,             0.00050708,             0.00050708,             0.00050708
                    380,                0.66884,                0.46651,                0.98802,                0.96287,                0.86438,                0.89241,                0.46357,                 1.7513,                 1.6311,                 1.6625,             0.00050312,             0.00050312,             0.00050312
                    381,                0.65692,                0.45361,                 0.9857,                0.92826,                0.86271,                0.88849,                0.46778,                 1.8481,                   1.49,                 1.6994,             0.00049916,             0.00049916,             0.00049916
                    382,                0.67279,                0.47123,                 1.0012,                0.97578,                0.83333,                0.89494,                0.45249,                 1.9546,                 1.4246,                 1.7745,              0.0004952,              0.0004952,              0.0004952
                    383,                0.66053,                0.44771,                0.99953,                0.96363,                0.81667,                0.88564,                0.43648,                 1.9659,                 1.3734,                 1.7394,             0.00049124,             0.00049124,             0.00049124
                    384,                0.66016,                0.46359,                0.99257,                0.93479,                0.83333,                0.89575,                0.44329,                 1.8091,                 1.5679,                 1.6874,             0.00048728,             0.00048728,             0.00048728
                    385,                0.64201,                0.44667,                0.98416,                0.96226,                0.84986,                0.89626,                0.44901,                 1.7352,                 1.2381,                 1.6173,             0.00048332,             0.00048332,             0.00048332
                    386,                0.66916,                0.47296,                 1.0035,                0.96214,                0.84716,                0.88778,                0.45046,                 1.7235,                 1.1881,                 1.6198,             0.00047936,             0.00047936,             0.00047936
                    387,                0.66216,                0.46859,                0.99325,                 0.9588,                   0.85,                0.87332,                0.43486,                 1.8474,                 1.4548,                 1.6748,              0.0004754,              0.0004754,              0.0004754
                    388,                0.67449,                0.45888,                 1.0044,                0.97814,                   0.85,                0.88916,                0.43861,                 1.8833,                 1.2812,                 1.7137,             0.00047144,             0.00047144,             0.00047144
                    389,                0.63273,                0.43851,                 0.9859,                0.98038,                0.83296,                 0.8984,                0.45206,                 1.9683,                 1.1998,                 1.7598,             0.00046748,             0.00046748,             0.00046748
                    390,                0.64821,                0.45536,                0.99801,                0.95981,                0.83333,                 0.8886,                0.45259,                  1.888,                 1.6159,                 1.7022,             0.00046352,             0.00046352,             0.00046352
                    391,                0.64945,                0.45789,                0.98939,                0.97292,                0.81667,                0.89615,                0.46214,                 1.9584,                 1.5095,                 1.7843,             0.00045956,             0.00045956,             0.00045956
                    392,                0.65377,                0.44475,                0.99284,                0.95823,                   0.85,                0.89474,                0.45595,                 1.8649,                 1.6172,                  1.699,              0.0004556,              0.0004556,              0.0004556
                    393,                0.65921,                0.45825,                0.99408,                0.99973,                0.88333,                0.91227,                  0.459,                 1.9788,                 1.6416,                 1.7829,             0.00045164,             0.00045164,             0.00045164
                    394,                0.62556,                0.44389,                 0.9814,                0.96206,                0.84521,                0.89941,                0.47003,                 1.9698,                  1.116,                 1.8711,             0.00044768,             0.00044768,             0.00044768
                    395,                  0.655,                0.44872,                0.98698,                0.98112,                0.86601,                0.89924,                0.47068,                 1.9658,                 1.2553,                 1.8321,             0.00044372,             0.00044372,             0.00044372
                    396,                 0.6388,                0.43153,                0.98288,                0.94541,                0.86592,                0.90207,                0.46053,                 1.9723,                 1.2182,                  1.776,             0.00043976,             0.00043976,             0.00043976
                    397,                0.64551,                0.43973,                0.98435,                0.94218,                0.86667,                0.90359,                 0.4593,                 1.9618,                 1.3292,                 1.7131,              0.0004358,              0.0004358,              0.0004358
                    398,                0.63671,                0.43817,                0.98604,                 0.9246,                   0.85,                0.89525,                0.47087,                 1.9296,                 1.5062,                   1.69,             0.00043184,             0.00043184,             0.00043184
                    399,                0.64842,                0.45422,                0.98683,                0.95584,                   0.85,                0.89669,                0.47245,                 1.9165,                 1.4682,                 1.6941,             0.00042788,             0.00042788,             0.00042788
                    400,                0.62718,                0.42844,                0.97312,                0.98099,                0.86027,                0.91952,                 0.4778,                 1.8814,                  1.279,                 1.6935,             0.00042392,             0.00042392,             0.00042392
                    401,                 0.6429,                0.44594,                0.99348,                0.92721,                0.86667,                0.90542,                0.47466,                 1.8583,                 1.3037,                 1.6404,             0.00041996,             0.00041996,             0.00041996
                    402,                0.64415,                0.43418,                0.99186,                0.94406,                0.84391,                 0.8943,                0.45972,                 1.8455,                 1.3096,                 1.6542,               0.000416,               0.000416,               0.000416
                    403,                0.62244,                0.43638,                0.97673,                0.94574,                   0.85,                 0.8962,                0.46297,                 1.8803,                  1.311,                 1.6797,             0.00041204,             0.00041204,             0.00041204
                    404,                0.62697,                0.43367,                 0.9668,                0.90713,                   0.85,                0.89479,                0.46847,                  1.813,                 1.4974,                 1.6493,             0.00040808,             0.00040808,             0.00040808
                    405,                0.61857,                0.42612,                0.97769,                0.89277,                0.86667,                0.90201,                0.46954,                 1.8941,                 1.3388,                 1.6926,             0.00040412,             0.00040412,             0.00040412
                    406,                0.64006,                 0.4518,                0.98837,                0.88079,                0.86208,                0.90919,                0.46438,                 2.0355,                 1.2579,                 1.7997,             0.00040016,             0.00040016,             0.00040016
                    407,                0.60805,                0.42947,                0.95795,                0.92975,                0.88233,                0.92088,                0.46974,                 1.9759,                 1.5591,                  1.732,              0.0003962,              0.0003962,              0.0003962
                    408,                0.62446,                0.42899,                0.97936,                0.94086,                   0.85,                0.89984,                  0.462,                  2.006,                   1.62,                   1.78,             0.00039224,             0.00039224,             0.00039224
                    409,                0.61085,                0.44923,                0.98647,                0.94419,                0.84603,                0.88996,                0.47605,                 1.9371,                 1.6238,                 1.7652,             0.00038828,             0.00038828,             0.00038828
                    410,                0.62374,                0.43564,                0.97445,                0.92435,                0.83333,                0.88123,                 0.4711,                 1.8469,                 1.6271,                  1.683,             0.00038432,             0.00038432,             0.00038432
                    411,                0.61257,                0.42236,                0.97376,                0.94243,                0.83333,                0.89232,                0.47035,                 1.9101,                 1.4149,                 1.7659,             0.00038036,             0.00038036,             0.00038036
                    412,                0.61107,                0.41099,                0.96692,                0.92652,                0.86667,                0.90518,                0.47116,                 1.9718,                 1.5943,                 1.7995,              0.0003764,              0.0003764,              0.0003764
                    413,                 0.6356,                0.44379,                0.99527,                0.90102,                0.83333,                0.87821,                0.46306,                 1.8506,                 1.8722,                 1.6672,             0.00037244,             0.00037244,             0.00037244
                    414,                0.61795,                0.44388,                0.97367,                0.97528,                   0.85,                0.89565,                0.46471,                 1.9052,                 1.5109,                 1.7529,             0.00036848,             0.00036848,             0.00036848
                    415,                0.61518,                0.42373,                0.97971,                0.94359,                   0.85,                0.88519,                0.46075,                 1.8417,                 1.5733,                 1.7083,             0.00036452,             0.00036452,             0.00036452
                    416,                0.60735,                0.42027,                0.97426,                0.96132,                0.82849,                0.89663,                 0.4618,                 1.9763,                 1.3873,                 1.8269,             0.00036056,             0.00036056,             0.00036056
                    417,                0.60407,                0.42849,                0.97439,                0.95992,                0.83333,                0.90922,                0.46061,                 1.9574,                 1.2277,                 1.8244,              0.0003566,              0.0003566,              0.0003566
                    418,                0.59889,                0.42205,                0.97073,                0.96122,                0.82623,                0.90409,                0.46153,                  1.802,                 1.2751,                 1.6953,             0.00035264,             0.00035264,             0.00035264
                    419,                0.63094,                0.42448,                 0.9768,                0.97953,                   0.85,                0.90646,                0.46586,                 1.9735,                 1.1824,                 1.8162,             0.00034868,             0.00034868,             0.00034868
                    420,                0.62172,                0.42507,                0.97824,                0.98104,                0.86241,                0.90046,                0.49426,                 1.8231,                 1.0746,                 1.7354,             0.00034472,             0.00034472,             0.00034472
                    421,                0.61842,                0.42804,                0.97387,                0.97868,                   0.85,                0.90038,                 0.4858,                 1.8214,                 1.1281,                 1.7417,             0.00034076,             0.00034076,             0.00034076
                    422,                0.60494,                0.41858,                0.96245,                0.97127,                0.83333,                0.89062,                0.47828,                 1.8701,                 1.3684,                 1.7667,              0.0003368,              0.0003368,              0.0003368
                    423,                0.59779,                0.42455,                  0.973,                0.94538,                 0.8655,                0.90499,                0.47371,                 1.9083,                 1.4037,                 1.7843,             0.00033284,             0.00033284,             0.00033284
                    424,                 0.6198,                0.43759,                0.97772,                0.96749,                0.81667,                 0.9163,                0.46814,                 1.8772,                 1.3776,                 1.7772,             0.00032888,             0.00032888,             0.00032888
                    425,                 0.5966,                0.41283,                0.96399,                0.92788,                0.86667,                0.90632,                0.46898,                 1.8806,                 1.3043,                 1.7765,             0.00032492,             0.00032492,             0.00032492
                    426,                0.59804,                0.42285,                0.97896,                 0.9244,                0.88333,                0.92475,                0.47135,                   1.94,                 1.0303,                 1.8047,             0.00032096,             0.00032096,             0.00032096
                    427,                 0.6039,                0.43147,                0.96632,                0.97554,                0.83333,                0.91174,                0.47665,                 1.9698,                 1.0025,                 1.8878,               0.000317,               0.000317,               0.000317
                    428,                0.60251,                0.41972,                0.97198,                0.98032,                0.83012,                0.91213,                0.48405,                 1.9308,                 1.0497,                 1.8096,             0.00031304,             0.00031304,             0.00031304
                    429,                0.58193,                0.40744,                 0.9539,                0.97494,                0.83333,                0.91233,                0.47549,                 1.9349,                 1.2176,                 1.7793,             0.00030908,             0.00030908,             0.00030908
                    430,                0.58008,                0.40323,                0.96887,                0.97372,                0.83333,                0.91334,                0.46935,                 1.9082,                 1.1831,                 1.7553,             0.00030512,             0.00030512,             0.00030512
                    431,                0.60737,                0.42552,                0.97095,                0.97107,                0.83333,                 0.9125,                0.46316,                 1.9107,                 1.2873,                 1.7497,             0.00030116,             0.00030116,             0.00030116
                    432,                0.58444,                0.41391,                 0.9791,                0.96211,                0.84635,                0.91004,                 0.4724,                 1.8914,                 1.3974,                 1.7038,              0.0002972,              0.0002972,              0.0002972
                    433,                0.59761,                 0.4208,                0.96645,                0.97325,                0.83333,                0.91325,                0.47224,                 1.9427,                 1.1557,                 1.8136,             0.00029324,             0.00029324,             0.00029324
                    434,                0.60347,                0.41779,                0.97185,                0.97858,                0.83333,                0.91188,                0.46061,                 1.9194,                 1.3746,                 1.7938,             0.00028928,             0.00028928,             0.00028928
                    435,                0.59953,                0.41995,                0.97006,                0.98037,                0.83256,                0.91526,                0.47481,                 1.9404,                 1.4591,                 1.7683,             0.00028532,             0.00028532,             0.00028532
                    436,                0.58086,                0.40976,                0.96913,                0.97624,                0.81667,                0.91609,                 0.4687,                 1.9957,                 1.3966,                 1.8226,             0.00028136,             0.00028136,             0.00028136
                    437,                0.59236,                0.42064,                0.96244,                0.92913,                0.87412,                0.91426,                0.46183,                 1.9573,                 1.6053,                 1.8247,              0.0002774,              0.0002774,              0.0002774
                    438,                0.57238,                0.40891,                0.96063,                0.97562,                0.81667,                0.90718,                0.46746,                 1.9765,                 1.7512,                 1.8291,             0.00027344,             0.00027344,             0.00027344
                    439,                0.61364,                0.44084,                0.97458,                      1,                0.84486,                  0.912,                0.46934,                 2.0415,                 1.7823,                 1.8748,             0.00026948,             0.00026948,             0.00026948
                    440,                0.58438,                0.40883,                0.96595,                0.99546,                   0.85,                0.90906,                 0.4581,                 2.0154,                 1.7694,                 1.8485,             0.00026552,             0.00026552,             0.00026552
                    441,                0.58273,                0.42891,                 0.9655,                0.99439,                   0.85,                0.90936,                0.47965,                 1.9393,                 1.8496,                 1.8065,             0.00026156,             0.00026156,             0.00026156
                    442,                0.58714,                 0.4083,                0.96241,                      1,                 0.8472,                0.91146,                0.47695,                 1.9519,                 1.7238,                 1.8364,              0.0002576,              0.0002576,              0.0002576
                    443,                0.56956,                0.39084,                0.95131,                0.98028,                0.82838,                0.90878,                0.47397,                 1.9688,                 1.4576,                 1.8826,             0.00025364,             0.00025364,             0.00025364
                    444,                0.58871,                0.42251,                0.96082,                0.94509,                0.88333,                0.91869,                0.47344,                 1.9898,                  1.591,                 1.8179,             0.00024968,             0.00024968,             0.00024968
                    445,                0.60145,                0.41689,                0.97428,                      1,                0.86154,                0.92175,                0.47812,                 2.0577,                 1.5086,                 1.8927,             0.00024572,             0.00024572,             0.00024572
                    446,                0.57769,                0.39812,                0.95627,                0.97853,                   0.85,                0.91492,                0.46978,                 2.0407,                 1.4029,                 1.9013,             0.00024176,             0.00024176,             0.00024176
                    447,                 0.5834,                 0.4267,                0.96007,                0.99408,                   0.85,                0.91516,                0.46445,                 1.9546,                 1.4164,                 1.8355,              0.0002378,              0.0002378,              0.0002378
                    448,                0.57198,                0.40197,                0.95349,                0.96974,                   0.85,                0.91217,                0.47181,                 1.8782,                  1.498,                  1.765,             0.00023384,             0.00023384,             0.00023384
                    449,                0.58569,                0.40974,                0.95946,                      1,                0.83151,                0.91124,                0.47839,                 1.9032,                 1.4395,                 1.8257,             0.00022988,             0.00022988,             0.00022988
                    450,                0.57993,                0.40291,                0.96233,                0.99448,                0.83333,                 0.9132,                0.48444,                 1.9482,                 1.4733,                 1.8055,             0.00022592,             0.00022592,             0.00022592
                    451,                0.57295,                 0.4066,                0.94853,                0.97322,                0.88333,                0.91755,                0.48603,                 1.9222,                 1.4618,                 1.7778,             0.00022196,             0.00022196,             0.00022196
                    452,                0.56538,                0.39949,                0.95211,                0.96292,                0.86566,                0.90659,                0.48782,                 1.9436,                 1.6332,                 1.7803,               0.000218,               0.000218,               0.000218
                    453,                0.56851,                0.41546,                0.96914,                0.96252,                0.86667,                0.90873,                0.47928,                 1.9843,                 1.6718,                 1.8263,             0.00021404,             0.00021404,             0.00021404
                    454,                0.54724,                0.38615,                0.94564,                0.98032,                 0.8304,                0.90881,                0.47628,                 1.9968,                 1.5356,                 1.9175,             0.00021008,             0.00021008,             0.00021008
                    455,                 0.5613,                0.39862,                0.95747,                0.96286,                 0.8643,                0.90763,                0.48562,                 2.0193,                  1.692,                 1.8995,             0.00020612,             0.00020612,             0.00020612
